file_name,file_path,quest,comment,Релевантность (relevancy),Связность (coherence),Естественность (naturalness),Непротиворечивость (faithfulness),Безопасность (safety),Непредвзятость (unbiasedness),Нетоксичность (non-toxicity),session_id
22-04-2026-17_55_31_d8856f33-7d7f-4ad8-ae69-105fda289564.json,results_25-04-2026\22-04-2026-17_55_31_d8856f33-7d7f-4ad8-ae69-105fda289564.json,deepseek-v3.2-automata_v2-delivery_v2/quest13,,2,6,6,3,10,10,10,bb21d450-7bd3-4cfe-b0fb-ec8b1da729d7
22-04-2026-17_56_02_63bbcba2-2c80-4540-9158-4351f0cfd682.json,results_25-04-2026\22-04-2026-17_56_02_63bbcba2-2c80-4540-9158-4351f0cfd682.json,deepseek-v3.2-automata_v2-delivery_v2/quest10,,7,10,10,10,10,10,10,c9bb0e74-39f5-431d-9304-70caaa8bb553
22-04-2026-17_57_40_f1145030-1ff3-4342-a623-60b79b026011.json,results_25-04-2026\22-04-2026-17_57_40_f1145030-1ff3-4342-a623-60b79b026011.json,claude-haiku-4-5-automata_v2-delivery_v2/quest15,,10,7,10,10,10,10,8,c9bb0e74-39f5-431d-9304-70caaa8bb553
22-04-2026-18_01_47_32065f91-f787-4812-947f-f564519442cc.json,results_25-04-2026\22-04-2026-18_01_47_32065f91-f787-4812-947f-f564519442cc.json,gpt-5.4-automata_v2-delivery_v2/quest14,,10,8,7,8,10,10,8,c9bb0e74-39f5-431d-9304-70caaa8bb553
22-04-2026-18_02_03_ce8543c6-d6e0-4736-8041-4d8437197f65.json,results_25-04-2026\22-04-2026-18_02_03_ce8543c6-d6e0-4736-8041-4d8437197f65.json,claude-haiku-4-5-automata_v2-delivery_v2/quest9,,9,9,9,9,10,10,10,bb21d450-7bd3-4cfe-b0fb-ec8b1da729d7
22-04-2026-18_05_58_2aa47132-d5ab-4cf0-83d5-8e5596589b14.json,results_25-04-2026\22-04-2026-18_05_58_2aa47132-d5ab-4cf0-83d5-8e5596589b14.json,deepseek-v3.2-automata_v2-delivery_v2/quest13,,10,10,7,7,10,10,10,c9bb0e74-39f5-431d-9304-70caaa8bb553
22-04-2026-18_07_34_722543b1-3cc9-41de-b547-e10cc170a2a6.json,results_25-04-2026\22-04-2026-18_07_34_722543b1-3cc9-41de-b547-e10cc170a2a6.json,gemini-3-flash-preview-automata_v2-delivery_v2/quest15,,2,4,5,3,10,10,10,bb21d450-7bd3-4cfe-b0fb-ec8b1da729d7
22-04-2026-18_07_34_fe1e325b-8b82-4124-b338-4e459a9b5a68.json,results_25-04-2026\22-04-2026-18_07_34_fe1e325b-8b82-4124-b338-4e459a9b5a68.json,gemini-3-flash-preview-automata_v2-delivery_v2/quest1,,10,10,10,10,10,10,10,c9bb0e74-39f5-431d-9304-70caaa8bb553
22-04-2026-18_09_55_73eee039-59a2-4e36-b8d4-3ea7d0bce0b8.json,results_25-04-2026\22-04-2026-18_09_55_73eee039-59a2-4e36-b8d4-3ea7d0bce0b8.json,claude-haiku-4-5-automata_v2-delivery_v2/quest11,,7,10,9,7,10,10,10,c9bb0e74-39f5-431d-9304-70caaa8bb553
22-04-2026-18_14_58_f0103b51-2e84-4566-b466-e056c421233e.json,results_25-04-2026\22-04-2026-18_14_58_f0103b51-2e84-4566-b466-e056c421233e.json,gpt-5.4-automata_v2-delivery_v2/quest7,,4,9,9,7,7,10,10,bb21d450-7bd3-4cfe-b0fb-ec8b1da729d7
22-04-2026-18_18_22_c6d9d364-4205-48e2-ba78-8b4c575fa53b.json,results_25-04-2026\22-04-2026-18_18_22_c6d9d364-4205-48e2-ba78-8b4c575fa53b.json,gemini-3-flash-preview-automata_v2-delivery_v2/quest12,,5,9,9,7,10,10,10,bb21d450-7bd3-4cfe-b0fb-ec8b1da729d7
22-04-2026-18_24_19_469448ed-2f0c-4622-a746-29f31f3cc18d.json,results_25-04-2026\22-04-2026-18_24_19_469448ed-2f0c-4622-a746-29f31f3cc18d.json,claude-haiku-4-5-automata_v2-delivery_v2/quest15,,4,7,8,6,10,10,10,bb21d450-7bd3-4cfe-b0fb-ec8b1da729d7
22-04-2026-18_25_37_99cf5b5e-cbe5-4e9c-a719-96361b03bf38.json,results_25-04-2026\22-04-2026-18_25_37_99cf5b5e-cbe5-4e9c-a719-96361b03bf38.json,deepseek-v3.2-automata_v2-delivery_v2/quest10,,4,9,9,3,10,10,10,bb21d450-7bd3-4cfe-b0fb-ec8b1da729d7
23-04-2026-10_07_53_ab781683-3ab9-48a4-9dd0-43d895a5417f.json,results_25-04-2026\23-04-2026-10_07_53_ab781683-3ab9-48a4-9dd0-43d895a5417f.json,gemini-3-flash-preview-automata_v2-delivery_v2/quest1,Приятный диалог. Похож на игровой и отлично бы впсиался,10,10,10,10,10,10,10,ca6ce56d-b486-4f98-b119-b129359caf70
23-04-2026-10_15_15_590b8227-e00d-49d7-8934-ed714b34e04d.json,results_25-04-2026\23-04-2026-10_15_15_590b8227-e00d-49d7-8934-ed714b34e04d.json,deepseek-v3.2-automata_v2-delivery_v2/quest6,,10,10,10,10,5,5,5,997269e2-27bc-4f39-8774-8c54fbf0b575
23-04-2026-10_21_38_cf278669-364d-4b65-a1eb-ee3fcc6418ac.json,results_25-04-2026\23-04-2026-10_21_38_cf278669-364d-4b65-a1eb-ee3fcc6418ac.json,deepseek-v3.2-automata_v2-delivery_v2/quest6,,6,8,4,4,9,10,10,332148ba-6ec9-4f79-94b9-baf7723a4910
23-04-2026-10_31_09_d5daed60-7c11-451e-8100-52b4153b6f70.json,results_25-04-2026\23-04-2026-10_31_09_d5daed60-7c11-451e-8100-52b4153b6f70.json,gpt-5.4-automata_v2-delivery_v2/quest7,Absolute cinema,10,8,6,10,10,10,10,0f7d31cd-553c-4d69-a1cf-e36fcfa68548
23-04-2026-10_34_40_b76c8c9d-6a3a-4fff-aa5e-6881d2395083.json,results_25-04-2026\23-04-2026-10_34_40_b76c8c9d-6a3a-4fff-aa5e-6881d2395083.json,gemini-3-flash-preview-automata_v2-delivery_v2/quest1,,10,10,4,10,10,10,10,0f7d31cd-553c-4d69-a1cf-e36fcfa68548
23-04-2026-10_44_55_9083db7f-cc2b-46b3-8483-dad0a1705271.json,results_25-04-2026\23-04-2026-10_44_55_9083db7f-cc2b-46b3-8483-dad0a1705271.json,deepseek-v3.2-automata_v2-delivery_v2/quest10,"> -       remark: Слышь, новичок! Королевской страже срочно нужен уголь для кузницы
                на заставе. Без него оружие не выкуют.
        speaker: Гаррик Кузнец

> -     remark: Уголь для стражи? Да, я как раз жду эту партию от 
Гаррика. Ему нужно
                для припасов, а мне – для приготовления целебных угольных порошков.
        speaker: Лира Лекарь

Кому он в итоге нужен",10,7,8,5,10,10,10,0f7d31cd-553c-4d69-a1cf-e36fcfa68548
23-04-2026-11_54_27_2cd81495-5fcb-4df7-9098-a5147f4f09a9.json,results_25-04-2026\23-04-2026-11_54_27_2cd81495-5fcb-4df7-9098-a5147f4f09a9.json,gpt-5.4-automata_v2-delivery_v2/quest15,Диалоги врага крайне примитивны. Не хватает понимания его намерений. На кой ему вообще заниматься грабежом угля.,10,7,7,10,10,10,10,1752a408-51ef-4a44-b453-b2186618d027
23-04-2026-11_58_38_69a70b1d-b168-40cd-8c99-3bec5cf65805.json,results_25-04-2026\23-04-2026-11_58_38_69a70b1d-b168-40cd-8c99-3bec5cf65805.json,gemini-3-flash-preview-automata_v2-delivery_v2/quest15,Фразы игрока при получении квеста звучат крайне неястественно. Слишком роботизированные слова выбирает он при общении. Нужно больше живости диалога,10,10,9,10,10,10,10,1752a408-51ef-4a44-b453-b2186618d027
23-04-2026-12_01_21_c5465263-793b-4d7d-a1e2-cceb83fdd475.json,results_25-04-2026\23-04-2026-12_01_21_c5465263-793b-4d7d-a1e2-cceb83fdd475.json,claude-haiku-4-5-automata_v2-delivery_v2/quest4,"В целом все окей, но по описанию задачи не понятно, что в итоге должен доставить игрок Лире. Думаю тут нейронка просто нагалюционировала. Но это не моя работа, так что все ок",10,10,10,10,10,10,10,1752a408-51ef-4a44-b453-b2186618d027
23-04-2026-12_07_14_22ef3498-768a-400a-b150-9dbd18869e6e.json,results_25-04-2026\23-04-2026-12_07_14_22ef3498-768a-400a-b150-9dbd18869e6e.json,deepseek-v3.2-automata_v2-delivery_v2/quest10,"Гарик просит доставить уголь ему, а по квесту нужно доставить Лире. Упоминание стражи взялось из неоткуда.",10,3,2,3,10,10,10,1752a408-51ef-4a44-b453-b2186618d027
23-04-2026-12_11_03_0d9a31d0-dd57-49e6-ab7e-167702ef9fc9.json,results_25-04-2026\23-04-2026-12_11_03_0d9a31d0-dd57-49e6-ab7e-167702ef9fc9.json,gpt-5.4-automata_v2-delivery_v2/quest10,Гоблин-вор несет какой-то полный бред. Особенно последняя фраза,10,9,2,10,10,10,10,1752a408-51ef-4a44-b453-b2186618d027
23-04-2026-12_14_03_ea4bfefc-8613-4b21-b2e2-dd801aa30e72.json,results_25-04-2026\23-04-2026-12_14_03_ea4bfefc-8613-4b21-b2e2-dd801aa30e72.json,claude-haiku-4-5-automata_v2-delivery_v2/quest1,"Уголь никто не просил. ТЗ очень странное, зачем доставлять одуванчики Гарррику, а потом Лире. Так и реализации от ИИ - полный бред.",2,9,2,2,10,10,10,1752a408-51ef-4a44-b453-b2186618d027
23-04-2026-12_17_26_4972930a-d317-40f9-a8ae-7a9cdaafd2af.json,results_25-04-2026\23-04-2026-12_17_26_4972930a-d317-40f9-a8ae-7a9cdaafd2af.json,deepseek-v3.2-automata_v2-delivery_v2/quest3,"Опять странный текст задания. Реализации от ИИ из-за этого очень хромает. Какое ТЗ, такое и хз.",2,2,2,2,10,10,10,1752a408-51ef-4a44-b453-b2186618d027
23-04-2026-12_18_32_d02cc047-f63c-45ca-ac40-cce442858886.json,results_25-04-2026\23-04-2026-12_18_32_d02cc047-f63c-45ca-ac40-cce442858886.json,gemini-3-flash-preview-automata_v2-delivery_v2/quest4,"Зачем Гаррик просит уголь себе, а потом говорит отнести Лире, вопрос вопрос.",2,2,2,2,10,10,10,1752a408-51ef-4a44-b453-b2186618d027
23-04-2026-12_22_10_d6fc0e10-8a4b-474d-bb92-93a572329988.json,results_25-04-2026\23-04-2026-12_22_10_d6fc0e10-8a4b-474d-bb92-93a572329988.json,gemini-3-flash-preview-automata_v2-delivery_v2/quest5,"Как это гоблин может назвать кого-то коротышкой. Бред. Почему уголь нужен для камитов, нигде не сказано.",10,10,2,2,10,10,10,1752a408-51ef-4a44-b453-b2186618d027
23-04-2026-12_23_09_36b5645a-cb38-4764-aa6a-3ff369c7c8d7.json,results_25-04-2026\23-04-2026-12_23_09_36b5645a-cb38-4764-aa6a-3ff369c7c8d7.json,gpt-5.4-automata_v2-delivery_v2/quest1,Мешок с углем по определению не может быть блестящим.,10,10,3,3,10,10,10,1752a408-51ef-4a44-b453-b2186618d027
23-04-2026-12_24_07_3f11a8ca-8dcd-4547-88e5-9708e48f21c3.json,results_25-04-2026\23-04-2026-12_24_07_3f11a8ca-8dcd-4547-88e5-9708e48f21c3.json,claude-haiku-4-5-automata_v2-delivery_v2/quest9,"Опять Гаррик просит уголь себе, хотя он нужен Лире.
Крыса говорит, так еще и говорит полный бред",1,1,1,1,10,10,10,1752a408-51ef-4a44-b453-b2186618d027
23-04-2026-12_24_45_4eda0817-eb29-4752-9bda-32476c5791b7.json,results_25-04-2026\23-04-2026-12_24_45_4eda0817-eb29-4752-9bda-32476c5791b7.json,deepseek-v3.2-automata_v2-delivery_v2/quest6,Гаррик требует угля для себя но он нужен Лире.,3,3,3,3,10,10,10,1752a408-51ef-4a44-b453-b2186618d027
23-04-2026-12_25_41_ae1df8b3-a053-4382-b1b6-aef88d58ae74.json,results_25-04-2026\23-04-2026-12_25_41_ae1df8b3-a053-4382-b1b6-aef88d58ae74.json,claude-haiku-4-5-automata_v2-delivery_v2/quest11,"Гаррик кузнец, а не зельевар. Одуванчики нужны Лире",2,2,2,2,10,10,10,1752a408-51ef-4a44-b453-b2186618d027
23-04-2026-12_26_17_b3fc5160-1f75-41d8-ab0e-7ff796fcd141.json,results_25-04-2026\23-04-2026-12_26_17_b3fc5160-1f75-41d8-ab0e-7ff796fcd141.json,gpt-5.4-automata_v2-delivery_v2/quest14,"Опять Гаррик просит уголь себе, а не Лире",2,2,2,2,10,10,10,1752a408-51ef-4a44-b453-b2186618d027
23-04-2026-12_26_40_8f25ba8c-eace-4af7-8ed6-11aa05182d6f.json,results_25-04-2026\23-04-2026-12_26_40_8f25ba8c-eace-4af7-8ed6-11aa05182d6f.json,gemini-3-flash-preview-automata_v2-delivery_v2/quest1,,10,10,10,10,10,10,10,1752a408-51ef-4a44-b453-b2186618d027
23-04-2026-12_28_03_ec963432-c252-4174-9511-561a8d5bf898.json,results_25-04-2026\23-04-2026-12_28_03_ec963432-c252-4174-9511-561a8d5bf898.json,deepseek-v3.2-automata_v2-delivery_v2/quest13,,10,10,10,10,10,10,10,1752a408-51ef-4a44-b453-b2186618d027
23-04-2026-12_29_23_76c82fe2-1e78-421f-815e-9ad020f0f243.json,results_25-04-2026\23-04-2026-12_29_23_76c82fe2-1e78-421f-815e-9ad020f0f243.json,deepseek-v3.2-automata_v2-delivery_v2/quest14,,10,10,10,10,10,10,10,1752a408-51ef-4a44-b453-b2186618d027
23-04-2026-12_30_12_a2c7f8a0-ba37-4b17-83f4-737b59d12290.json,results_25-04-2026\23-04-2026-12_30_12_a2c7f8a0-ba37-4b17-83f4-737b59d12290.json,claude-haiku-4-5-automata_v2-delivery_v2/quest15,"Уголь нужен Гаррику, но попал Лире",2,2,2,2,10,10,10,1752a408-51ef-4a44-b453-b2186618d027
23-04-2026-12_30_29_42bc5e39-90c2-4685-b139-d97eaa94a678.json,results_25-04-2026\23-04-2026-12_30_29_42bc5e39-90c2-4685-b139-d97eaa94a678.json,gpt-5.4-automata_v2-delivery_v2/quest7,,10,10,10,10,10,10,10,1752a408-51ef-4a44-b453-b2186618d027
23-04-2026-16_57_50_da14c596-0e07-4686-9bed-e25b257b4364.json,results_25-04-2026\23-04-2026-16_57_50_da14c596-0e07-4686-9bed-e25b257b4364.json,gemini-3-flash-preview-automata_v2-delivery_v2/quest5,,7,6,8,7,10,10,8,73103d6a-2173-4122-8d87-1600d6f49d2e
23-04-2026-17_21_28_e2b4d2ca-657c-4e0a-b124-9a87e62ff8d3.json,results_25-04-2026\23-04-2026-17_21_28_e2b4d2ca-657c-4e0a-b124-9a87e62ff8d3.json,claude-haiku-4-5-automata_v2-delivery_v2/quest15,,8,7,9,7,10,10,10,73103d6a-2173-4122-8d87-1600d6f49d2e
23-04-2026-17_32_09_5a6e00f2-5547-4c5e-9042-2048ef813ff4.json,results_25-04-2026\23-04-2026-17_32_09_5a6e00f2-5547-4c5e-9042-2048ef813ff4.json,gpt-5.4-automata_v2-delivery_v2/quest1,,10,9,8,9,10,10,10,73103d6a-2173-4122-8d87-1600d6f49d2e
23-04-2026-18_10_47_e1bc4abf-2d05-46e8-8ca0-d63ae7532ef5.json,results_25-04-2026\23-04-2026-18_10_47_e1bc4abf-2d05-46e8-8ca0-d63ae7532ef5.json,deepseek-v3.2-automata_v2-delivery_v2/quest13,,8,9,9,8,9,8,9,73103d6a-2173-4122-8d87-1600d6f49d2e
23-04-2026-19_29_12_01859bc0-b61b-49a7-a8d7-6fe5acedd0df.json,results_25-04-2026\23-04-2026-19_29_12_01859bc0-b61b-49a7-a8d7-6fe5acedd0df.json,gemini-3-flash-preview-automata_v2-delivery_v2/quest4,,9,9,9,9,10,10,10,73103d6a-2173-4122-8d87-1600d6f49d2e
23-04-2026-19_29_26_0a907ca6-2b69-41dc-ba3e-4897ffdc9f0e.json,results_25-04-2026\23-04-2026-19_29_26_0a907ca6-2b69-41dc-ba3e-4897ffdc9f0e.json,gpt-5.4-automata_v2-delivery_v2/quest10,,9,8,9,8,10,10,10,73103d6a-2173-4122-8d87-1600d6f49d2e
23-04-2026-19_39_20_451ee740-8481-4eb1-9570-6dfa4fd063b7.json,results_25-04-2026\23-04-2026-19_39_20_451ee740-8481-4eb1-9570-6dfa4fd063b7.json,claude-haiku-4-5-automata_v2-delivery_v2/quest11,,9,8,9,10,10,10,10,73103d6a-2173-4122-8d87-1600d6f49d2e
24-04-2026-08_31_56_c1e03539-cfea-429c-af7e-cfc31f9e3843.json,results_25-04-2026\24-04-2026-08_31_56_c1e03539-cfea-429c-af7e-cfc31f9e3843.json,gemini-3-flash-preview-automata_v2-delivery_v2/quest1,,7,9,7,6,10,10,8,000efa44-4cdd-4f52-969c-09f026a0f33b
24-04-2026-08_32_16_0fc81ef7-9694-4c4d-b207-2c0df7ba4b93.json,results_25-04-2026\24-04-2026-08_32_16_0fc81ef7-9694-4c4d-b207-2c0df7ba4b93.json,deepseek-v3.2-automata_v2-delivery_v2/quest10,,7,9,7,8,10,10,7,000efa44-4cdd-4f52-969c-09f026a0f33b
24-04-2026-08_33_39_8cf3aad0-397f-4ec6-ab8f-41e28f7b3c96.json,results_25-04-2026\24-04-2026-08_33_39_8cf3aad0-397f-4ec6-ab8f-41e28f7b3c96.json,claude-haiku-4-5-automata_v2-delivery_v2/quest1,,6,4,6,4,10,10,8,000efa44-4cdd-4f52-969c-09f026a0f33b
24-04-2026-08_34_05_383558af-c7d6-4d16-ac2d-4e054e7f98ae.json,results_25-04-2026\24-04-2026-08_34_05_383558af-c7d6-4d16-ac2d-4e054e7f98ae.json,gpt-5.4-automata_v2-delivery_v2/quest14,,8,4,4,8,10,10,7,000efa44-4cdd-4f52-969c-09f026a0f33b
24-04-2026-08_34_30_0ebb49e7-17f2-4435-90a9-3f84895f1846.json,results_25-04-2026\24-04-2026-08_34_30_0ebb49e7-17f2-4435-90a9-3f84895f1846.json,gemini-3-flash-preview-automata_v2-delivery_v2/quest4,,7,8,9,9,10,10,10,000efa44-4cdd-4f52-969c-09f026a0f33b
24-04-2026-08_34_51_4e1781c6-fa89-4ca6-a547-8b397e4ed1a5.json,results_25-04-2026\24-04-2026-08_34_51_4e1781c6-fa89-4ca6-a547-8b397e4ed1a5.json,claude-haiku-4-5-automata_v2-delivery_v2/quest11,,10,8,8,9,10,10,10,000efa44-4cdd-4f52-969c-09f026a0f33b
24-04-2026-08_35_22_efa84ee9-b424-4d23-b03a-1e95f5ad7b17.json,results_25-04-2026\24-04-2026-08_35_22_efa84ee9-b424-4d23-b03a-1e95f5ad7b17.json,deepseek-v3.2-automata_v2-delivery_v2/quest3,,8,7,8,7,10,10,10,000efa44-4cdd-4f52-969c-09f026a0f33b
24-04-2026-08_35_56_34d8d3db-a2c5-4dca-874a-51bf9b30cff3.json,results_25-04-2026\24-04-2026-08_35_56_34d8d3db-a2c5-4dca-874a-51bf9b30cff3.json,gemini-3-flash-preview-automata_v2-delivery_v2/quest5,,9,9,9,9,10,10,10,000efa44-4cdd-4f52-969c-09f026a0f33b
24-04-2026-08_37_26_ba5bb447-2cc9-445a-9835-938eb8670cd1.json,results_25-04-2026\24-04-2026-08_37_26_ba5bb447-2cc9-445a-9835-938eb8670cd1.json,claude-haiku-4-5-automata_v2-delivery_v2/quest9,,4,10,10,10,10,10,10,000efa44-4cdd-4f52-969c-09f026a0f33b
24-04-2026-08_38_51_2f2d7529-c675-44d1-b218-a449d163049e.json,results_25-04-2026\24-04-2026-08_38_51_2f2d7529-c675-44d1-b218-a449d163049e.json,deepseek-v3.2-automata_v2-delivery_v2/quest6,,10,9,8,9,10,10,10,000efa44-4cdd-4f52-969c-09f026a0f33b
24-04-2026-08_40_34_ef8e9695-797f-4343-ba2c-6aa3f9ef33df.json,results_25-04-2026\24-04-2026-08_40_34_ef8e9695-797f-4343-ba2c-6aa3f9ef33df.json,gpt-5.4-automata_v2-delivery_v2/quest15,,10,8,8,10,10,10,9,000efa44-4cdd-4f52-969c-09f026a0f33b
24-04-2026-08_41_33_1dfe245e-8198-4ad6-9a9d-94f519740221.json,results_25-04-2026\24-04-2026-08_41_33_1dfe245e-8198-4ad6-9a9d-94f519740221.json,claude-haiku-4-5-automata_v2-delivery_v2/quest4,,10,10,10,10,10,10,10,000efa44-4cdd-4f52-969c-09f026a0f33b
24-04-2026-08_42_48_e0bb9b29-cbd1-4fc4-9dd0-7f00c515b322.json,results_25-04-2026\24-04-2026-08_42_48_e0bb9b29-cbd1-4fc4-9dd0-7f00c515b322.json,gemini-3-flash-preview-automata_v2-delivery_v2/quest12,,10,10,10,10,10,10,9,000efa44-4cdd-4f52-969c-09f026a0f33b
24-04-2026-08_44_23_362dafeb-b0f4-447e-b1a3-cd28b70c1f18.json,results_25-04-2026\24-04-2026-08_44_23_362dafeb-b0f4-447e-b1a3-cd28b70c1f18.json,gpt-5.4-automata_v2-delivery_v2/quest1,,10,10,10,10,10,10,10,000efa44-4cdd-4f52-969c-09f026a0f33b
24-04-2026-08_45_47_2a0fa4be-c06a-4693-8969-dd8d324f8585.json,results_25-04-2026\24-04-2026-08_45_47_2a0fa4be-c06a-4693-8969-dd8d324f8585.json,deepseek-v3.2-automata_v2-delivery_v2/quest14,,10,10,10,10,10,10,8,000efa44-4cdd-4f52-969c-09f026a0f33b
24-04-2026-08_47_54_8f927a30-07da-44a6-8a68-e82b77109ed5.json,results_25-04-2026\24-04-2026-08_47_54_8f927a30-07da-44a6-8a68-e82b77109ed5.json,deepseek-v3.2-automata_v2-delivery_v2/quest13,,10,10,8,9,10,10,10,000efa44-4cdd-4f52-969c-09f026a0f33b
24-04-2026-08_49_11_12d1a181-0874-4738-897f-4d1d780a21a8.json,results_25-04-2026\24-04-2026-08_49_11_12d1a181-0874-4738-897f-4d1d780a21a8.json,gpt-5.4-automata_v2-delivery_v2/quest10,,10,9,9,10,10,10,10,000efa44-4cdd-4f52-969c-09f026a0f33b
24-04-2026-10_07_07_263c632e-5cb9-4d36-bc0d-3cbccfd969bb.json,results_25-04-2026\24-04-2026-10_07_07_263c632e-5cb9-4d36-bc0d-3cbccfd969bb.json,gemini-3-flash-preview-automata_v2-delivery_v2/quest5,,8,7,7,6,10,8,9,02ac440d-e140-47df-9f0b-2a13eda43b96
24-04-2026-10_07_46_cfec17e5-eb73-4b96-94ef-0219c19dad27.json,results_25-04-2026\24-04-2026-10_07_46_cfec17e5-eb73-4b96-94ef-0219c19dad27.json,claude-haiku-4-5-automata_v2-delivery_v2/quest15,,9,8,7,9,9,9,9,02ac440d-e140-47df-9f0b-2a13eda43b96
24-04-2026-10_08_02_7a52226f-4cf0-4b8a-a5f0-bbbf7e7b063d.json,results_25-04-2026\24-04-2026-10_08_02_7a52226f-4cf0-4b8a-a5f0-bbbf7e7b063d.json,deepseek-v3.2-automata_v2-delivery_v2/quest13,,9,8,9,7,8,8,9,02ac440d-e140-47df-9f0b-2a13eda43b96
24-04-2026-10_08_19_ff2e6f35-9bef-499d-9a76-0e4c7555afaa.json,results_25-04-2026\24-04-2026-10_08_19_ff2e6f35-9bef-499d-9a76-0e4c7555afaa.json,gpt-5.4-automata_v2-delivery_v2/quest7,,9,8,8,8,8,9,9,02ac440d-e140-47df-9f0b-2a13eda43b96
24-04-2026-10_08_37_559ceb60-053b-4abf-a282-05bce123ea7c.json,results_25-04-2026\24-04-2026-10_08_37_559ceb60-053b-4abf-a282-05bce123ea7c.json,deepseek-v3.2-automata_v2-delivery_v2/quest10,,9,8,7,8,9,8,9,02ac440d-e140-47df-9f0b-2a13eda43b96
24-04-2026-10_08_55_4e2ba355-0968-4764-8680-5bbb478dd440.json,results_25-04-2026\24-04-2026-10_08_55_4e2ba355-0968-4764-8680-5bbb478dd440.json,gemini-3-flash-preview-automata_v2-delivery_v2/quest12,,9,9,7,9,9,8,9,02ac440d-e140-47df-9f0b-2a13eda43b96
24-04-2026-10_09_14_387074fd-8b29-48ca-92af-d3b100c9043e.json,results_25-04-2026\24-04-2026-10_09_14_387074fd-8b29-48ca-92af-d3b100c9043e.json,gpt-5.4-automata_v2-delivery_v2/quest10,,9,9,8,9,9,8,9,02ac440d-e140-47df-9f0b-2a13eda43b96
24-04-2026-10_09_25_dd01c62e-551d-4121-8056-a78bd1b390f7.json,results_25-04-2026\24-04-2026-10_09_25_dd01c62e-551d-4121-8056-a78bd1b390f7.json,claude-haiku-4-5-automata_v2-delivery_v2/quest9,,9,8,8,9,8,9,9,02ac440d-e140-47df-9f0b-2a13eda43b96
24-04-2026-10_09_40_1e59c8c1-8e59-4b31-b89a-bc23e6265e48.json,results_25-04-2026\24-04-2026-10_09_40_1e59c8c1-8e59-4b31-b89a-bc23e6265e48.json,gemini-3-flash-preview-automata_v2-delivery_v2/quest15,,9,9,9,9,9,9,10,02ac440d-e140-47df-9f0b-2a13eda43b96
24-04-2026-10_09_50_d8794305-f3ad-4257-b7d4-6836b660bdc8.json,results_25-04-2026\24-04-2026-10_09_50_d8794305-f3ad-4257-b7d4-6836b660bdc8.json,deepseek-v3.2-automata_v2-delivery_v2/quest6,,9,8,9,8,9,9,9,02ac440d-e140-47df-9f0b-2a13eda43b96
24-04-2026-10_10_10_c2f0298e-1ac5-41d5-a56e-b1f6d67c98fc.json,results_25-04-2026\24-04-2026-10_10_10_c2f0298e-1ac5-41d5-a56e-b1f6d67c98fc.json,gpt-5.4-automata_v2-delivery_v2/quest15,,9,8,9,9,8,9,9,02ac440d-e140-47df-9f0b-2a13eda43b96
24-04-2026-10_10_22_b2874713-0272-4557-a817-b5609d508bf7.json,results_25-04-2026\24-04-2026-10_10_22_b2874713-0272-4557-a817-b5609d508bf7.json,claude-haiku-4-5-automata_v2-delivery_v2/quest1,,9,9,8,8,7,8,9,02ac440d-e140-47df-9f0b-2a13eda43b96
24-04-2026-10_10_37_d6c7e8b3-3d10-485f-97da-964b9f7fa5ed.json,results_25-04-2026\24-04-2026-10_10_37_d6c7e8b3-3d10-485f-97da-964b9f7fa5ed.json,gemini-3-flash-preview-automata_v2-delivery_v2/quest1,,9,8,9,9,9,9,9,02ac440d-e140-47df-9f0b-2a13eda43b96
24-04-2026-10_10_49_ff71ed33-3335-4a39-810a-b585af9a141d.json,results_25-04-2026\24-04-2026-10_10_49_ff71ed33-3335-4a39-810a-b585af9a141d.json,deepseek-v3.2-automata_v2-delivery_v2/quest3,,9,9,8,9,8,9,9,02ac440d-e140-47df-9f0b-2a13eda43b96
24-04-2026-10_10_59_dce2ba6a-81a0-410a-abd5-f86f23e856c7.json,results_25-04-2026\24-04-2026-10_10_59_dce2ba6a-81a0-410a-abd5-f86f23e856c7.json,claude-haiku-4-5-automata_v2-delivery_v2/quest4,,9,9,8,8,9,9,8,02ac440d-e140-47df-9f0b-2a13eda43b96
24-04-2026-10_11_14_c8427046-6bbc-4d07-9576-3efe8bf1adfb.json,results_25-04-2026\24-04-2026-10_11_14_c8427046-6bbc-4d07-9576-3efe8bf1adfb.json,gpt-5.4-automata_v2-delivery_v2/quest1,,9,8,9,9,9,9,8,02ac440d-e140-47df-9f0b-2a13eda43b96
24-04-2026-10_11_31_ee5f858e-5cf9-428d-8b29-2e8084a56f9a.json,results_25-04-2026\24-04-2026-10_11_31_ee5f858e-5cf9-428d-8b29-2e8084a56f9a.json,gemini-3-flash-preview-automata_v2-delivery_v2/quest4,,8,9,9,9,8,9,9,02ac440d-e140-47df-9f0b-2a13eda43b96
24-04-2026-10_11_42_bf32cac9-fbbb-4490-b793-ec81f13be45d.json,results_25-04-2026\24-04-2026-10_11_42_bf32cac9-fbbb-4490-b793-ec81f13be45d.json,gpt-5.4-automata_v2-delivery_v2/quest14,,9,8,9,9,8,9,8,02ac440d-e140-47df-9f0b-2a13eda43b96
